date,shop_id,total_qty,total_revenue
2013-01-02,31,568.0,396376.09999999497
2013-01-03,31,423.0,276933.11
2013-01-04,31,431.0,286408.0
2013-01-05,31,415.0,273244.99999999
2013-01-06,31,435.0,260775.0
2013-01-07,31,312.0,157212.0
2013-01-08,31,354.0,243647.00000001
2013-01-09,31,262.0,163457.999999998
2013-01-10,31,254.0,135411.0
2013-01-11,31,315.0,193856.0
2013-01-12,31,488.0,266322.000000001
2013-01-13,31,313.0,208273.0
2013-01-14,31,228.0,170388.0
2013-01-15,31,246.0,209319.499999999
2013-01-16,31,274.0,163352.0
2013-01-17,31,242.0,167812.0
2013-01-18,31,365.0,258600.000000001
2013-01-19,31,497.0,353119.00000001
2013-01-20,31,327.0,209561.0
2013-01-21,31,240.0,167484.0
2013-01-22,31,256.0,139221.999999996
2013-01-23,31,283.0,165269.0
2013-01-24,31,286.0,141170.999999999
2013-01-25,31,407.0,246247.0
2013-01-26,31,461.0,255116.999999999
2013-01-27,31,347.0,179906.999999999
2013-01-28,31,299.0,168518.0
2013-01-29,31,281.0,143230.0
2013-01-30,31,268.0,149453.0
2013-01-31,31,296.0,184533.000000004
2013-02-01,31,362.0,210339.000000002
2013-02-02,31,465.0,228623.0
2013-02-03,31,364.0,209298.999999999
2013-02-04,31,265.0,118145.000000001
2013-02-05,31,325.0,201174.0
2013-02-06,31,297.0,165070.0
2013-02-07,31,398.0,258952.999999979
2013-02-08,31,459.0,268200.999999993
2013-02-09,31,566.0,394361.999999991
2013-02-10,31,415.0,239619.000000002
2013-02-11,31,282.0,217534.999999997
2013-02-12,31,378.0,224935.999999991
2013-02-13,31,321.0,219704.000000002
2013-02-14,31,381.0,209915.000000001
2013-02-15,31,454.0,269680.000000006
2013-02-16,31,454.0,308180.0
2013-02-17,31,414.0,237536.999999999
2013-02-18,31,396.0,208247.000000009
2013-02-19,31,446.0,297038.00000002
2013-02-20,31,377.0,223012.000000009
2013-02-21,31,496.0,404661.999999932
2013-02-22,31,749.0,524493.000000038
2013-02-23,31,614.0,441982.999999962
2013-02-24,31,395.0,237039.00000001
2013-02-25,31,241.0,213454.0
2013-02-26,31,265.0,161963.0
2013-02-27,31,313.0,173703.99999997
2013-02-28,31,268.0,166750.0
2013-03-01,31,378.0,217752.2
2013-03-02,31,453.0,256749.000000019
2013-03-03,31,374.0,213977.0
2013-03-04,31,323.0,188138.0
2013-03-05,31,447.0,346681.030000026
2013-03-06,31,416.0,247003.999999995
2013-03-07,31,803.0,547491.000000043
2013-03-08,31,619.0,411458.98999997403
2013-03-09,31,421.0,245197.0
2013-03-10,31,379.0,218765.0
2013-03-11,31,293.0,166936.0
2013-03-12,31,416.0,293428.999999939
2013-03-13,31,383.0,283876.0
2013-03-14,31,338.0,240030.000000005
2013-03-15,31,439.0,294762.00000002
2013-03-16,31,542.0,351599.999999997
2013-03-17,31,443.0,269006.000000015
2013-03-18,31,291.0,178208.0
2013-03-19,31,302.0,162460.0
2013-03-20,31,355.0,248999.999999999
2013-03-21,31,340.0,206104.000000002
2013-03-22,31,433.0,268569.999999999
2013-03-23,31,529.0,343346.0
2013-03-24,31,370.0,243007.0
2013-03-25,31,295.0,150262.0
2013-03-26,31,308.0,195248.999999983
2013-03-27,31,342.0,201422.000000006
2013-03-28,31,261.0,196676.000000004
2013-03-29,31,449.0,242326.0
2013-03-30,31,535.0,351659.99999999
2013-03-31,31,393.0,196696.999999999
2013-04-01,31,212.0,120244.0
2013-04-02,31,286.0,159612.0
2013-04-03,31,277.0,173119.0
2013-04-04,31,262.0,153811.0
2013-04-05,31,388.0,213959.000000001
2013-04-06,31,513.0,309840.0
2013-04-07,31,374.0,228962.0
2013-04-08,31,254.0,142920.999999999
2013-04-09,31,320.0,202533.0
2013-04-10,31,247.0,151741.999999999
2013-04-11,31,277.0,174036.999999999
2013-04-12,31,366.0,204079.0
2013-04-13,31,483.0,281556.000000013
2013-04-14,31,296.0,153854.000000001
2013-04-15,31,227.0,120991.0
2013-04-16,31,195.0,135379.00000001
2013-04-17,31,208.0,96679.0
2013-04-18,31,234.0,154100.0
2013-04-19,31,399.0,269508.0
2013-04-20,31,395.0,237851.0
2013-04-21,31,310.0,165520.0
2013-04-22,31,225.0,134133.999999999
2013-04-23,31,262.0,147932.0
2013-04-24,31,215.0,104221.0
2013-04-25,31,293.0,187900.0
2013-04-26,31,392.0,203151.00000001
2013-04-27,31,468.0,295593.0
2013-04-28,31,397.0,245530.0
2013-04-29,31,309.0,160291.0
2013-04-30,31,537.0,289345.0
2013-05-01,31,375.0,216393.0
2013-05-02,31,224.0,155932.0
2013-05-03,31,264.0,146934.0
2013-05-04,31,314.0,166013.0
2013-05-05,31,247.0,116965.0
2013-05-06,31,298.0,180330.0
2013-05-07,31,273.0,136814.999999999
2013-05-08,31,382.0,235640.0
2013-05-09,31,212.0,106164.0
2013-05-10,31,202.0,109978.0
2013-05-11,31,217.0,122074.0
2013-05-12,31,256.0,122178.0
2013-05-13,31,195.0,108200.0
2013-05-14,31,170.0,101464.0
2013-05-15,31,240.0,133470.0
2013-05-16,31,233.0,126792.0
2013-05-17,31,416.0,294125.99999988
2013-05-18,31,386.0,226899.00000002
2013-05-19,31,329.0,184985.0
2013-05-20,31,246.0,154765.999999996
2013-05-21,31,329.0,211826.0
2013-05-22,31,322.0,153148.0
2013-05-23,31,329.0,173639.0
2013-05-24,31,440.0,224019.999999999
2013-05-25,31,438.0,225131.999999999
2013-05-26,31,401.0,188141.0
2013-05-27,31,272.0,171923.0
2013-05-28,31,310.0,148309.99999999
2013-05-29,31,251.0,141108.000000004
2013-05-30,31,411.0,212664.0
2013-05-31,31,441.0,234745.0
2013-06-01,31,406.0,230837.999999998
2013-06-02,31,380.0,193797.0
2013-06-03,31,291.0,124865.999999999
2013-06-04,31,336.0,167241.00000001
2013-06-05,31,265.0,139217.000000003
2013-06-06,31,367.0,202556.99999999
2013-06-07,31,421.0,236612.0
2013-06-08,31,378.0,174205.0000000001
2013-06-09,31,330.0,162735.999999999
2013-06-10,31,270.0,129110.5
2013-06-11,31,383.0,211457.0
2013-06-12,31,377.0,156056.0
2013-06-13,31,275.0,136102.00000000003
2013-06-14,31,463.0,438011.0
2013-06-15,31,283.0,209772.00000006
2013-06-16,31,263.0,166018.999999999
2013-06-17,31,253.0,151392.0
2013-06-18,31,283.0,151991.0
2013-06-19,31,259.0,157487.0
2013-06-20,31,290.0,173729.0
2013-06-21,31,401.0,185135.0
2013-06-22,31,353.0,167274.0
2013-06-23,31,271.0,168580.999999999
2013-06-24,31,325.0,167684.0
2013-06-25,31,308.0,201561.999999935
2013-06-26,31,399.0,202995.0
2013-06-27,31,351.0,188495.0
2013-06-28,31,416.0,231324.00000002
2013-06-29,31,422.0,198679.0
2013-06-30,31,253.0,138394.0
2013-07-01,31,348.0,174597.0
2013-07-02,31,303.0,167542.9999999819
2013-07-03,31,328.0,147298.99999997
2013-07-04,31,321.0,193056.0
2013-07-05,31,456.0,227171.0
2013-07-06,31,352.0,189854.999999999
2013-07-07,31,282.0,119186.0
2013-07-08,31,220.0,117046.0
2013-07-09,31,332.0,171535.0
2013-07-10,31,272.0,156491.19999999
2013-07-11,31,363.0,163547.0
2013-07-12,31,412.0,205493.3
2013-07-13,31,388.0,164243.000000003
2013-07-14,31,332.0,187679.0
2013-07-15,31,289.0,141224.999999999
2013-07-16,31,337.0,205571.0
2013-07-17,31,324.0,181077.0
2013-07-18,31,241.0,131172.0
2013-07-19,31,323.0,161557.0
2013-07-20,31,361.0,201949.0
2013-07-21,31,249.0,127651.0
2013-07-22,31,277.0,123835.0
2013-07-23,31,268.0,143812.0
2013-07-24,31,228.0,110469.0
2013-07-25,31,276.0,119610.0
2013-07-26,31,346.0,192469.999999999
2013-07-27,31,293.0,143481.0
2013-07-28,31,266.0,136014.0
2013-07-29,31,201.0,106331.0
2013-07-30,31,284.0,145295.25
2013-07-31,31,228.0,129827.0
2013-08-01,31,303.0,128080.0
2013-08-02,31,442.0,189634.0
2013-08-03,31,351.0,173252.999999999
2013-08-04,31,285.0,138499.0
2013-08-05,31,275.0,118243.000000001
2013-08-06,31,317.0,155973.0
2013-08-07,31,341.0,157393.0
2013-08-08,31,279.0,133362.0
2013-08-09,31,336.0,168562.0
2013-08-10,31,302.0,128732.0
2013-08-11,31,221.0,132735.0
2013-08-12,31,243.0,105577.0
2013-08-13,31,230.0,129342.0
2013-08-14,31,249.0,108136.0
2013-08-15,31,284.0,139887.0
2013-08-16,31,345.0,206075.0
2013-08-17,31,356.0,170088.0
2013-08-18,31,255.0,156715.00000001
2013-08-19,31,268.0,122196.0
2013-08-20,31,256.0,129600.0
2013-08-21,31,283.0,144508.000000005
2013-08-22,31,313.0,152048.0
2013-08-23,31,378.0,201097.0
2013-08-24,31,401.0,206638.999999998
2013-08-25,31,355.0,178256.0
2013-08-26,31,338.0,161152.0
2013-08-27,31,310.0,159158.0
2013-08-28,31,325.0,262661.999999999
2013-08-29,31,375.0,264028.199999993
2013-08-30,31,423.0,246459.0
2013-08-31,31,443.0,228391.999999988
2013-09-01,31,478.0,258163.99999998
2013-09-02,31,319.0,250896.00000000102
2013-09-03,31,440.0,352746.99999998
2013-09-04,31,352.0,270033.99999999
2013-09-05,31,309.0,207093.999999996
2013-09-06,31,414.0,225950.00000001
2013-09-07,31,482.0,285156.000000001
2013-09-08,31,455.0,242022.999999999
2013-09-09,31,223.0,147890.0
2013-09-10,31,248.0,153387.0
2013-09-11,31,321.0,162922.0
2013-09-12,31,264.0,193057.99999999
2013-09-13,31,356.0,186214.0
2013-09-14,31,432.0,206246.0
2013-09-15,31,394.0,220711.0
2013-09-16,31,254.0,138427.0
2013-09-17,31,785.0,1462219.99999971
2013-09-18,31,312.0,236884.0
2013-09-19,31,316.0,230059.00000004
2013-09-20,31,457.0,520266.99999996996
2013-09-21,31,488.0,429910.00000018004
2013-09-22,31,329.0,230123.0
2013-09-23,31,185.0,111982.0
2013-09-24,31,280.0,256824.0
2013-09-25,31,317.0,207978.0
2013-09-26,31,376.0,365749.99999999
2013-09-27,31,467.0,363669.0
2013-09-28,31,536.0,414687.99999999
2013-09-29,31,352.0,258797.99999997
2013-09-30,31,263.0,173742.99999999
2013-10-01,31,291.0,248565.0
2013-10-02,31,307.0,219701.99999996
2013-10-03,31,226.0,169238.000000005
2013-10-04,31,391.0,279615.000000001
2013-10-05,31,462.0,356473.00000004
2013-10-06,31,374.0,253542.000000001
2013-10-07,31,330.0,218693.0
2013-10-08,31,313.0,240689.0
2013-10-09,31,339.0,364752.9999998
2013-10-10,31,361.0,247625.00000006
2013-10-11,31,498.0,347178.39999997
2013-10-12,31,502.0,373425.00000003
2013-10-13,31,348.0,221643.0
2013-10-14,31,237.0,182300.0
2013-10-15,31,302.0,180723.399999998
2013-10-16,31,263.0,166554.4
2013-10-17,31,312.0,188758.0
2013-10-18,31,400.0,224379.0
2013-10-19,31,472.0,287818.0
2013-10-20,31,367.0,296972.0
2013-10-21,31,207.0,114716.99999999
2013-10-22,31,213.0,162328.0
2013-10-23,31,240.0,168269.0
2013-10-24,31,275.0,161454.0
2013-10-25,31,472.0,293700.199999996
2013-10-26,31,507.0,316935.0
2013-10-27,31,367.0,222947.0
2013-10-28,31,265.0,148942.0
2013-10-29,31,414.0,414253.00000005
2013-10-30,31,316.0,278564.000000024
2013-10-31,31,383.0,236695.000000004
2013-11-01,31,425.0,319501.0
2013-11-02,31,480.0,330740.0
2013-11-03,31,460.0,276692.0
2013-11-04,31,330.0,206302.0
2013-11-05,31,460.0,392454.00000008
2013-11-06,31,307.0,259804.0
2013-11-07,31,287.0,184469.0
2013-11-08,31,483.0,274123.0
2013-11-09,31,524.0,318993.0
2013-11-10,31,413.0,271788.0
2013-11-11,31,312.0,189487.0
2013-11-12,31,263.0,179335.0
2013-11-13,31,245.0,147883.0
2013-11-14,31,256.0,187496.0
2013-11-15,31,429.0,241252.000000002
2013-11-16,31,561.0,344313.000000004
2013-11-17,31,467.0,274577.0
2013-11-18,31,270.0,165189.99999999997
2013-11-19,31,341.0,214691.999999999
2013-11-20,31,335.0,187768.999999999
2013-11-21,31,412.0,333925.000000023
2013-11-22,31,461.0,346774.999999994
2013-11-23,31,508.0,340428.0
2013-11-24,31,358.0,231000.0
2013-11-25,31,266.0,173245.000000001
2013-11-26,31,324.0,197223.0
2013-11-27,31,325.0,184925.000000002
2013-11-28,31,296.0,172924.0
2013-11-29,31,575.0,2177573.000004001
2013-11-30,31,537.0,527600.9999999
2013-12-01,31,376.0,287052.0
2013-12-02,31,325.0,248433.0
2013-12-03,31,348.0,292563.0
2013-12-04,31,330.0,239330.000000002
2013-12-05,31,300.0,301874.0
2013-12-06,31,482.0,482373.0
2013-12-07,31,575.0,362249.99999999
2013-12-08,31,392.0,297097.00000001
2013-12-09,31,233.0,174651.00000002
2013-12-10,31,345.0,232403.0
2013-12-11,31,304.0,230515.000000001
2013-12-12,31,363.0,273248.0
2013-12-13,31,455.0,321032.0
2013-12-14,31,642.0,670846.0
2013-12-15,31,415.0,294173.0
2013-12-16,31,340.0,219863.0
2013-12-17,31,395.0,280799.0
2013-12-18,31,453.0,553474.0000003991
2013-12-19,31,406.0,605858.0
2013-12-20,31,526.0,412087.0
2013-12-21,31,705.0,603157.0
2013-12-22,31,550.0,380765.999999991
2013-12-23,31,459.0,353745.499999999
2013-12-24,31,485.0,456128.0
2013-12-25,31,646.0,376448.000000001
2013-12-26,31,691.0,476621.0
2013-12-27,31,861.0,716710.000000002
2013-12-28,31,1028.0,1143419.000000409
2013-12-29,31,962.0,798498.9999997991
2013-12-30,31,1035.0,1124540.99999999
2013-12-31,31,891.0,845218.0
2014-01-02,31,557.0,449341.99999999
2014-01-03,31,520.0,407033.999999999
2014-01-04,31,434.0,288377.0
2014-01-05,31,380.0,242665.0
2014-01-06,31,440.0,265026.999999999
2014-01-07,31,408.0,272059.0
2014-01-08,31,362.0,237931.0
2014-01-09,31,304.0,163183.0
2014-01-10,31,270.0,192867.0
2014-01-11,31,488.0,333445.0
2014-01-12,31,344.0,223742.0
2014-01-13,31,210.0,134437.0
2014-01-14,31,276.0,175954.0
2014-01-15,31,226.0,137810.0
2014-01-16,31,239.0,183131.0
2014-01-17,31,292.0,194862.4
2014-01-18,31,402.0,260070.0
2014-01-19,31,303.0,195064.0
2014-01-20,31,217.0,124224.0
2014-01-21,31,284.0,180412.999999999
2014-01-22,31,223.0,172161.999999999
2014-01-23,31,264.0,149880.0
2014-01-24,31,404.0,245399.0
2014-01-25,31,388.0,216258.0
2014-01-26,31,307.0,176882.0
2014-01-27,31,242.0,133541.999999999
2014-01-28,31,230.0,146284.0
2014-01-29,31,323.0,175218.0
2014-01-30,31,283.0,173980.0
2014-01-31,31,397.0,205714.999999998
2014-02-01,31,442.0,235310.750000001
2014-02-02,31,352.0,185150.999999999
2014-02-03,31,286.0,130686.0
2014-02-04,31,222.0,122145.0
2014-02-05,31,336.0,492462.00000002
2014-02-06,31,285.0,200531.0
2014-02-07,31,316.0,256665.0
2014-02-08,31,428.0,238489.0
2014-02-09,31,365.0,242204.0
2014-02-10,31,254.0,206103.00000002
2014-02-11,31,312.0,191825.0
2014-02-12,31,245.0,170153.0
2014-02-13,31,237.0,139611.0
2014-02-14,31,490.0,327202.0
2014-02-15,31,417.0,220249.999999999
2014-02-16,31,387.0,189814.999999998
2014-02-17,31,289.0,150149.999999999
2014-02-18,31,311.0,174367.000000011
2014-02-19,31,327.0,314933.0
2014-02-20,31,378.0,318962.0
2014-02-21,31,556.0,361408.999999998
2014-02-22,31,673.0,451154.999999999
2014-02-23,31,480.0,289848.000000001
2014-02-24,31,200.0,135958.0
2014-02-25,31,226.0,178874.0
2014-02-26,31,241.0,163885.0
2014-02-27,31,245.0,149418.000000001
2014-02-28,31,428.0,348912.00000002
2014-03-01,31,516.0,274530.999999995
2014-03-02,31,274.0,147610.0
2014-03-03,31,236.0,160229.0
2014-03-04,31,286.0,189004.000000001
2014-03-05,31,272.0,173669.0
2014-03-06,31,346.0,249377.99999997
2014-03-07,31,562.0,380892.0
2014-03-08,31,421.0,272359.999999998
2014-03-09,31,346.0,248967.999999999
2014-03-10,31,278.0,174356.0
2014-03-11,31,194.0,116053.0
2014-03-12,31,166.0,104530.0
2014-03-13,31,198.0,131622.0
2014-03-14,31,417.0,312059.000000018
2014-03-15,31,417.0,307455.0
2014-03-16,31,367.0,198284.0
2014-03-17,31,266.0,193382.0
2014-03-18,31,236.0,158696.0
2014-03-19,31,283.0,210622.0
2014-03-20,31,229.0,207823.00000001
2014-03-21,31,455.0,588159.99999988
2014-03-22,31,389.0,375364.999999959
2014-03-23,31,356.0,269032.0
2014-03-24,31,193.0,210927.0
2014-03-25,31,182.0,129629.0
2014-03-26,31,225.0,167606.0
2014-03-27,31,265.0,213171.0
2014-03-28,31,297.0,214407.999999999
2014-03-29,31,410.0,222642.0
2014-03-30,31,315.0,197895.0
2014-03-31,31,246.0,197592.000000002
2014-04-01,31,208.0,141902.0
2014-04-02,31,250.0,158835.0
2014-04-03,31,280.0,207922.0
2014-04-04,31,394.0,211674.999999999
2014-04-05,31,405.0,265730.999999997
2014-04-06,31,300.0,169091.0
2014-04-07,31,202.0,112687.0
2014-04-08,31,253.0,137438.0
2014-04-09,31,247.0,154647.0
2014-04-10,31,269.0,165277.999999999
2014-04-11,31,360.0,300791.000000001
2014-04-12,31,450.0,319657.999999999
2014-04-13,31,300.0,174852.0
2014-04-14,31,310.0,257590.999999991
2014-04-15,31,437.0,340608.999999946
2014-04-16,31,256.0,163883.000000009
2014-04-17,31,322.0,236851.999999989
2014-04-18,31,348.0,215977.999999997
2014-04-19,31,387.0,227025.0
2014-04-20,31,236.0,136391.0
2014-04-21,31,162.0,115902.0
2014-04-22,31,223.0,158475.0
2014-04-23,31,213.0,132900.0
2014-04-24,31,240.0,169928.000000004
2014-04-25,31,335.0,231319.000000009
2014-04-26,31,367.0,255305.999999989
2014-04-27,31,274.0,190619.0
2014-04-28,31,189.0,141183.000000003
2014-04-29,31,257.0,202215.0
2014-04-30,31,423.0,243256.999999999
2014-05-01,31,212.0,126798.0
2014-05-02,31,194.0,98569.999999999
2014-05-03,31,249.0,153243.0
2014-05-04,31,224.0,140046.999999996
2014-05-05,31,168.0,166425.0
2014-05-06,31,213.0,153898.7
2014-05-07,31,244.0,139596.0
2014-05-08,31,327.0,199610.0
2014-05-09,31,149.0,92012.0
2014-05-10,31,173.0,92916.0
2014-05-11,31,262.0,166694.0
2014-05-12,31,158.0,85249.0
2014-05-13,31,143.0,126899.0
2014-05-14,31,200.0,133558.0
2014-05-15,31,179.0,140726.0
2014-05-16,31,324.0,221841.0
2014-05-17,31,321.0,202888.0
2014-05-18,31,232.0,186895.0
2014-05-19,31,161.0,111929.0
2014-05-20,31,195.0,161665.0
2014-05-21,31,268.0,167311.999999999
2014-05-22,31,243.0,179959.0
2014-05-23,31,325.0,224516.0
2014-05-24,31,291.0,257204.0
2014-05-25,31,202.0,163364.0
2014-05-26,31,250.0,127563.0
2014-05-27,31,481.0,736090.000000096
2014-05-28,31,312.0,331611.0
2014-05-29,31,310.0,286391.999999946
2014-05-30,31,418.0,367790.999999993
